citycode,cityname,statecode,countrycode,latitude,longitude,active,searchorigin,searchdestination,wtforigin,wtfdestination
cit,cityName,st,co,(null),(null),(null),(null),(null),(null),(null)
DLB,D'Albertis,,PG,-5.0,142.08333333333334,0,0,0,0,0
DLC,Dalian,,CN,38.96555555555556,121.53861111111111,1,2809314,2166336,3167,3180
DLE,Dole,,FR,47.04277777777778,5.4350000000000005,1,0,1,23,22
DLG,Dillingham,AK,US,59.04472222222222,-158.50555555555556,1,719,814,42,17
DLH,Duluth,MN,US,46.842222222222226,-92.19361111111111,1,49495,40919,518,588
DLI,Dalat,,VN,11.75,108.36666666666666,1,317246,438919,896,901
DLK,Dulkaninna,SA,AU,-29.016666666666666,139.46666666666667,0,0,0,0,0
DLL,Dillon,SC,US,34.416666666666664,-79.36666666666666,0,0,0,0,0
DLM,Dalaman,,TR,36.713055555555556,28.7925,1,700565,654522,4300,4394
DLN,Dillon,MT,US,45.25527777777778,-112.5525,0,0,0,0,0
DLR,Dalnerechensk,,RU,45.8775,133.73527777777775,0,0,0,0,0
DLS,The Dalles,OR,US,45.6,-121.16666666666667,0,0,0,0,0
DLU,Dali,,CN,25.650277777777777,100.31944444444444,1,16937,41922,333,354
DLV,Delissaville,NT,AU,-12.416666666666666,130.34166666666667,0,0,0,0,0
DLY,Dillons Bay,,VU,-18.770555555555553,169.0038888888889,1,2,5,3,6
DLZ,Dalanzadgad,,MN,43.608333333333334,104.37194444444444,1,0,0,4,5
DMB,Taraz,,KZ,42.853611111111114,71.30361111111111,1,33405,41831,17,29
DMD,Doomadgee Mission,QL,AU,-17.940277777777776,138.82166666666666,1,355,372,13,11
DMM,Dammam,,SA,26.47111111111111,49.797777777777775,1,3733642,2539302,6946,7176
DMN,Deming,NM,US,32.266666666666666,-107.75,0,0,0,0,0
DMO,Sedalia,MO,US,38.70916666666667,-93.17277777777778,0,0,0,0,0
DMR,Dhamar,,YE,14.533333333333333,44.43333333333333,0,0,0,0,0
DMT,Diamantino,MT,BR,-14.416666666666666,-56.45,0,0,0,0,0
DMU,Dimapur,NL,IN,25.8825,93.77444444444444,1,161156,173174,115,47
DNB,Dunbar,QL,AU,-16.083333333333332,142.41666666666666,0,0,0,0,0
DND,Dundee,,GB,56.452222222222225,-3.0255555555555556,1,41247,41916,89,83
DNF,Derna,,LY,32.55,22.766666666666666,0,0,0,0,0
DNG,Doongan,WA,AU,-15.383333333333333,126.3,0,0,0,0,0
DNH,Dunhuang,,CN,40.092222222222226,94.68166666666667,1,5989,3678,47,46
DNI,Wad Madani,,SD,14.383333333333333,33.53333333333333,0,0,0,0,0
DNK,Dnipro,,UA,48.35722222222223,35.10055555555556,0,0,0,0,0
DNM,Denham,WA,AU,-25.916666666666668,113.53333333333333,0,0,0,0,0
DNN,Dalton,GA,US,34.71666666666667,-84.86666666666666,1,52,14,0,0
DNO,Dianopolis,TO,BR,-11.616666666666667,-46.85,0,0,0,0,0
DNP,Dang,,NP,28.116666666666667,82.31666666666666,1,0,0,0,0
DNQ,Deniliquin,NS,AU,-35.55,144.95,0,0,0,0,0
DNR,Dinard/St-Malo,,FR,48.58777777777778,-2.08,1,0,0,0,0
DNS,Denison,IA,US,41.983333333333334,-95.38333333333334,0,0,0,0,0
DNU,Dinangat,,PG,-6.15,146.66666666666666,0,0,0,0,0
DNV,Danville,IL,US,40.2,-87.58333333333333,1,0,0,0,0
DNX,Dinder,,SD,12.0,35.5,0,0,0,0,0
DNZ,Denizli,,TR,37.785555555555554,29.70138888888889,1,38927,75624,145,146
DOA,Doany,,MG,-14.366666666666667,49.516666666666666,0,0,0,0,0
DOB,Dobo,,ID,-5.772777777777778,134.2111111111111,1,0,0,4,4
DOC,Dornoch,,GB,57.88333333333333,-4.083333333333333,0,0,0,0,0
DOD,Dodoma,,TZ,-6.170555555555556,35.7525,1,52736,16851,45,21
DOE,Djoemoe,,SR,4.016666666666667,-55.483333333333334,0,0,0,0,0
DOG,Dongola,,SD,19.1525,30.43027777777778,0,0,0,0,0
DOH,Doha,,QA,25.274444444444445,51.608333333333334,1,6249361,6170598,56955,57270
DOI,Doini,,PG,-10.716666666666667,150.71666666666667,0,0,0,0,0
DOK,Donetsk,,UA,48.07361111111111,37.73972222222222,0,0,0,0,0
DOL,Deauville,,FR,49.36333333333334,0.16,1,495,390,36,35
DOM,Dominica,,DM,15.533333333333333,-61.3,1,50687,76251,115,118
DON,Dos Lagunas,,GT,17.633333333333333,-89.66666666666667,0,0,0,0,0
DOO,Dorobisoro,,PG,-9.5,147.8,0,0,0,0,0
DOP,Dolpa,,NP,28.985555555555557,82.81888888888888,0,0,0,0,0
DOR,Dori,,BF,14.033333333333333,-0.03333333333333333,0,0,0,0,0
DOS,Dios,,PG,-5.55,154.96666666666667,0,0,0,0,0
DOU,Dourados,MS,BR,-22.20138888888889,-54.92666666666666,0,0,0,0,0
DOV,Dover,DE,US,39.13333333333333,-75.46666666666667,0,0,0,0,0
DOX,Dongara,WA,AU,-29.25,114.93333333333334,0,0,0,0,0
DOY,Dongying,,CN,37.507777777777775,118.78944444444444,1,7852,6220,200,205
DPB,Cameron,,CL,-54.05,-68.80944444444444,0,0,0,0,0
DPE,Dieppe,,FR,49.8825,1.0852777777777778,0,0,0,0,0
DPG,Dugway,UT,US,40.19944444444444,-112.93722222222223,0,0,0,0,0
DPL,Dipolog,,PH,8.604166666666666,123.3425,1,67368,137853,16,17
DPO,Devonport,TS,AU,-41.16972222222222,146.43027777777777,1,58411,61810,94,81
DPS,Denpasar-Bali,,ID,-8.748055555555554,115.16722222222222,1,9571807,14454949,5222,4818
DPT,Deputatsky,,RU,69.39250000000001,139.89027777777778,1,0,0,8,8
DPU,Dumpu,,PG,-5.833333333333333,145.75,0,0,0,0,0
DQA,Daqing,,CN,46.75,125.13916666666667,1,7952,17931,190,187
DQM,Duqm,,OM,19.5,57.64277777777778,1,0,0,30,26
DRA,Mercury,NV,US,36.666666666666664,-115.98333333333333,0,0,0,0,0
DRB,Derby,WA,AU,-17.371944444444445,123.66250000000001,1,39,25,6,6
DRC,Dirico,,AO,-17.966666666666665,20.783333333333335,0,0,0,0,0
DRD,Dorunda,QL,AU,-16.55388888888889,141.8238888888889,0,0,0,0,0
DRE,Drummond Island,MI,US,46.00888888888889,-83.74638888888889,0,0,0,0,0
DRF,Drift River,AK,US,60.583333333333336,-152.15,0,0,0,0,0
DRG,Deering,AK,US,66.06944444444444,-162.76638888888888,1,7,0,5,5
DRH,Dabra,,ID,-3.25,138.56666666666666,0,0,0,0,0
DRI,DeRidder,LA,US,30.83222222222222,-93.3411111111111,0,0,0,0,0
DRJ,Drietabbetje,,SR,4.111111111111111,-54.67305555555555,0,0,0,0,1
DRK,Drake Bay,,CR,8.719166666666666,-83.64194444444445,1,411,506,19,19
DRN,Dirranbandi,QL,AU,-28.5,148.25833333333333,0,0,0,0,0
DRO,Durango,CO,US,37.15,-107.75,1,52469,49349,397,314
DRP,Daraga,,PH,13.111666666666666,123.68111111111112,1,30197,42245,102,98
DRR,Durrie,QL,AU,-25.6,140.25,0,0,0,0,0
DRS,Dresden,,DE,51.13444444444444,13.768055555555556,1,298944,311634,1251,1173
DRT,Del Rio,TX,US,29.366666666666667,-100.91666666666667,1,0,0,0,0
DRU,Drummond,MT,US,46.61666666666667,-113.2,0,0,0,0,0
DRV,Dharavandhoo Island,,MV,5.156944444444445,73.13,1,0,0,10,11
DRW,Darwin,NT,AU,-12.383333333333333,130.73333333333332,1,704816,812582,1243,1196
DRY,Drysdale River,WA,AU,-15.666666666666666,126.41666666666667,0,0,0,0,0
DSA,Doncaster/Sheffield,,GB,53.47527777777778,-1.0038888888888888,1,33,12,0,0
DSC,Dschang,,CM,5.447500000000001,10.068055555555555,0,0,0,0,0
DSD,La Desirade,,GP,16.333333333333332,-61.016666666666666,0,0,0,0,0
DSE,Dessie,,ET,11.083333333333334,39.71666666666667,1,9731,11752,9,8
DSG,Dilasag,,PH,16.44611111111111,122.20694444444445,0,0,0,0,0
DSK,Dera Ismail Khan,,PK,31.909444444444443,70.89666666666668,0,0,0,0,0
DSM,Des Moines,IA,US,41.534166666666664,-93.65777777777778,1,508213,379021,3198,3088
DSN,Ordos,,CN,39.492222222222225,109.86305555555555,1,33075,16292,407,393
DSO,Sondok,,KP,39.683611111111105,127.46777777777778,0,0,0,0,0
DST,Dubai Seaplane Terminal,,AE,25.261388888888888,55.27638888888889,0,0,0,0,0
DSV,Dansville,NY,US,42.55,-77.68333333333334,0,0,0,0,0
DSX,Dongsha Island,,TW,20.706666666666667,116.7213888888889,0,0,0,0,0
DSY,Krong Khemara Phoumin,,KH,10.908333333333333,103.22805555555556,0,0,0,0,0
DTA,Delta,UT,US,39.38333333333333,-112.5,0,0,0,0,0
DTB,Siborong-Borong,,ID,2.2597222222222224,98.9875,1,47242,50441,17,13
DTD,Datadawai,,ID,0.8108333333333334,114.53083333333333,0,0,0,0,0
DTE,Daet,,PH,14.133333333333333,122.98333333333333,0,0,0,0,0
DTH,Death Valley Nat. Park,CA,US,36.5,-117.0,0,0,0,0,0
DTI,Diamantina,MG,BR,-18.233333333333334,-43.651111111111106,0,0,0,0,0
DTL,Detroit Lakes,MN,US,46.833333333333336,-95.88333333333334,0,0,0,0,0
DTM,Dortmund,,DE,51.51833333333333,7.612222222222222,1,330436,337094,619,488
DTR,Decatur Island,WA,US,48.516666666666666,-122.83333333333333,0,0,0,0,0
DTT,Detroit,MI,US,42.333333333333336,-83.05,1,3377741,3728102,48066,56709
DTU,Wudalianchi,,CN,48.50611111111111,126.19777777777779,1,0,0,14,10
DUA,Durant,OK,US,33.983333333333334,-96.36666666666666,0,0,0,0,0
DUB,Dublin,,IE,53.421388888888885,-6.27,1,9260920,8803013,14183,14324
DUC,Duncan,OK,US,34.46666666666667,-97.96666666666667,0,0,0,0,0
DUD,Dunedin,,NZ,-45.92916666666667,170.1975,1,101578,97544,934,797
DUE,Dundo,,AO,-7.400555555555556,20.81888888888889,1,197,214,2,2
DUF,Corolla,NC,US,36.25833333333333,-75.78888888888889,0,0,0,0,0
DUG,Douglas/Bisbee,AZ,US,31.466666666666665,-109.6,1,0,0,0,0
DUJ,Dubois,PA,US,41.17833333333333,-78.89861111111112,1,6794,5348,54,61
DUK,Mtubatuba,,ZA,-28.366666666666667,32.23555555555556,0,0,0,0,0
DUM,Dumai,,ID,1.6833333333333333,101.45,0,0,0,0,0
DUQ,Duncan,BC,CA,48.75472222222222,-123.70972222222223,0,0,0,0,0
DUR,Durban,,ZA,-29.966666666666665,30.95,1,455180,423420,891,1011
DUS,Duesseldorf,,DE,51.21666666666667,6.7666666666666675,1,8339012,5294404,20123,19678
DUT,Dutch Harbor,AK,US,53.89888888888889,-166.54472222222222,1,1244,1494,58,59
DVD,Andavadoaka,,MG,-22.078333333333333,43.259166666666665,0,0,0,0,0
DVK,Diavik,NT,CA,64.51138888888889,-110.28944444444444,0,0,0,0,0
DVL,Devils Lake,ND,US,48.11555555555556,-98.90805555555556,1,3280,3243,31,28
DVN,Davenport,IA,US,41.61666666666667,-90.58333333333333,0,0,0,0,0
DVO,Davao,,PH,7.125277777777777,125.64555555555556,1,1451002,1805027,674,682
DVP,Davenport Downs,QL,AU,-24.166666666666668,141.08333333333334,0,0,0,0,0
DVR,Daly River Mission,NT,AU,-13.75,130.68333333333334,0,0,0,0,0
DWA,Dwangwa,,MW,-12.518055555555556,34.132222222222225,0,0,0,0,0
DWB,Soalala,,MG,-16.1,45.36666666666667,0,0,0,0,0
DWD,Dawadmi,,SA,24.45,44.12111111111111,1,1366,1613,22,20
DWO,Kotte,,LK,6.905555555555556,79.90916666666668,1,0,0,2,1
DWR,Dwyer Air Base,,AF,31.091666666666665,64.06666666666666,0,0,0,0,0
DWS,Hulunbuir,,CN,48.3875,124.43138888888889,0,0,0,0,0
DXB,Dubai,,AE,25.252777777777776,55.36388888888889,1,29974206,32822133,14540,14675
DXD,Dixie,QL,AU,-15.166666666666666,143.66666666666666,0,0,0,0,0
DXE,Madison,MS,US,32.44138888888889,-90.10305555555556,0,0,0,0,0
DXJ,Xiangxi Biancheng,,CN,28.495,109.51944444444445,1,60,284,21,21
DXR,Danbury,CT,US,41.37111111111111,-73.48222222222222,0,0,0,0,0
DYA,Dysart,QL,AU,-22.616666666666667,148.36666666666667,0,0,0,0,0
DYG,Zhangjiajie,,CN,29.104444444444447,110.44305555555556,1,55493,68655,169,161
DYL,Doylestown,PA,US,40.31666666666667,-75.13333333333334,0,0,0,0,0
DYM,Diamantina Lakes,QL,AU,-23.866666666666667,141.25,0,0,0,0,0
DYR,Anadyr,,RU,64.735,177.74138888888888,1,123,169,7,7
DYU,Dushanbe,,TJ,38.54333333333333,68.825,1,464785,1110515,235,231
DYW,Daly Waters,NT,AU,-16.266666666666666,133.36666666666667,0,0,0,0,0
DZA,Dzaoudzi,,YT,-12.806666666666667,45.28055555555555,1,48711,47012,459,408
DZH,Dazhou,,CN,31.04888888888889,107.43611111111112,1,26,472,346,340
DZI,Agustin Codazzi,,CO,10.096666666666668,-73.23388888888888,0,0,0,0,0
DZN,Zhezkazgan,,KZ,47.71,67.74027777777778,1,4109,4095,3,3
DZO,Durazno,,UY,-33.36666666666667,-56.516666666666666,0,0,0,0,0
DZU,Dazu,,CN,29.7,105.8,0,0,0,0,0
EAA,Eagle,AK,US,64.77833333333334,-141.16055555555556,1,0,0,0,0
EAB,Abbs,,YE,15.3,43.96666666666667,0,0,0,0,0
EAE,Emae,,VU,-17.088055555555556,168.34166666666667,1,0,0,1,1
EAL,Elenak,,MH,9.396944444444443,167.47083333333333,1,0,0,1,1
EAM,Nejran,,SA,17.61138888888889,44.41916666666666,1,53023,45346,184,183
EAN,Wheatland,WY,US,42.05833333333333,-104.91944444444445,0,0,0,0,0
EAP,Basel/Mulhouse,,CH,47.60277777777778,7.533333333333333,1,1391415,1544948,17961,18052
EAR,Kearney,NE,US,40.72666666666667,-99.00916666666667,1,7861,7535,26,27
EAS,San Sebastian,,ES,43.35638888888889,-1.7905555555555555,1,205688,220742,382,375
EAT,Wenatchee,WA,US,47.39888888888889,-120.20722222222223,1,19017,25240,161,142
EAU,Eau Claire,WI,US,44.865833333333335,-91.48416666666667,1,9368,5497,87,91
EBA,Elba Island,,IT,42.76166666666666,10.239722222222222,0,0,0,0,0
EBB,Entebbe,,UG,0.0425,32.44361111111111,1,1000033,1123335,1398,1665
EBD,El Obeid,,SD,13.152777777777779,30.232777777777777,0,0,0,0,0
EBG,El Bagre,,CO,7.616666666666667,-74.81666666666666,0,0,0,0,0
EBH,El Bayadh,,DZ,33.72083333333334,1.0913888888888887,1,63,66,3,3
EBJ,Esbjerg,,DK,55.5,8.483333333333333,1,2580,2861,17,16
EBL,Erbil,,IQ,36.23777777777778,43.963055555555556,1,414829,1073487,1282,1245
EBM,El-Borma,,TN,31.703888888888887,9.255,0,0,0,0,0
EBN,Ebadon Island,,MH,9.333333333333334,166.8,0,0,0,0,0
EBO,Ebon Island,,MH,4.598055555555555,168.75166666666667,1,0,0,1,1
EBS,Webster City,IA,US,42.46666666666667,-93.8,0,0,0,0,0
EBU,St-Etienne,,FR,45.534166666666664,4.2972222222222225,1,6,7,0,0
EBW,Ebolowa,,CM,2.85,11.183333333333334,0,0,0,0,0
ECA,East Tawas,MI,US,44.266666666666666,-83.48333333333333,0,0,0,0,0
ECG,Elizabeth City,NC,US,36.266666666666666,-76.18333333333334,0,0,0,0,0
ECH,Echuca,VI,AU,-36.15,144.75,0,0,0,0,0
ECI,Rivas,,NI,11.4275,-86.03333333333333,0,0,0,0,0
ECN,Ercan,,CY,35.15972222222222,33.48833333333334,1,250736,340510,3426,3273
ECO,El Encanto,,CO,-1.6166666666666667,-73.23333333333333,0,0,0,0,0
ECP,Panama City,FL,US,30.175,-85.66861111111112,1,124685,146781,1777,1767
ECR,El Charco,,CO,2.5,-78.00833333333334,0,0,0,0,0
ECS,Newcastle,WY,US,43.88333333333333,-104.31666666666666,0,0,0,0,0
EDA,Edna Bay,AK,US,55.95,-133.66666666666666,1,0,0,3,10
EDB,El Debba,,SD,18.25,31.25,0,0,0,0,0
EDD,Erldunda,NT,AU,-25.25,133.2,0,0,0,0,0
EDE,Edenton,NC,US,36.06666666666667,-76.65,0,0,0,0,0
EDG,Edgewood,MD,US,39.416666666666664,-76.3,0,0,0,0,0
EDI,Edinburgh,,GB,55.95,-3.3725,1,4703605,4155043,26014,26739
EDK,El Dorado,KS,US,37.766666666666666,-96.86666666666666,0,0,0,0,0
EDL,Eldoret,,KE,0.40472222222222226,35.23888888888889,1,3112,4540,24,25
EDM,La Roche sur Yon,,FR,46.7025,-1.3816666666666666,0,0,0,0,0
EDN,Yedinka,,RU,47.17666666666666,138.66111111111113,1,0,0,1,1
EDO,Edremit,,TR,39.55472222222222,27.01388888888889,1,16846,47732,302,300
EDQ,Erandique,,HN,14.133333333333333,-88.41666666666667,0,0,0,0,0
EDR,Pormpuraaw,QL,AU,-14.896944444444443,141.60972222222222,1,60,114,63,63
EDW,Edwards,CA,US,34.905833333333334,-117.88361111111112,0,0,0,0,0
EEA,Correia,PI,BR,-27.633888888888887,-50.35666666666667,1,359,289,17,11
EED,Needles,CA,US,34.85,-114.61666666666666,0,0,0,0,0
EEK,Eek,AK,US,60.215,-162.01194444444445,1,0,0,2,2
EEN,Keene,NH,US,42.9,-72.26666666666667,0,0,0,0,0
EES,Berenice,,EG,23.986666666666668,35.45916666666667,0,0,0,0,0
EFG,Efogi,,PG,-9.15,147.66666666666666,0,0,0,0,0
EFK,Newport,VT,US,44.891666666666666,-72.22944444444444,0,0,0,0,0
EFL,Kefallinia,,GR,38.12,20.500555555555554,1,28838,39171,861,817
EFW,Jefferson,IA,US,42.016666666666666,-94.38333333333334,0,0,0,0,0
EGA,Engati,,PG,-6.916666666666667,146.1,0,0,0,0,0
EGC,Bergerac,,FR,44.824444444444445,0.5205555555555557,1,771,836,70,68
EGE,Vail,CO,US,39.63333333333333,-106.91666666666667,1,32606,58638,466,447
EGI,Crestview,FL,US,30.483333333333334,-86.5,0,0,1,0,0
EGL,Negele,,ET,5.283333333333333,39.7,0,0,0,0,0
EGM,Seghe,,SB,-8.57861111111111,157.87555555555556,1,30,114,14,12
EGN,Geneina,,SD,13.48361111111111,22.472499999999997,0,0,0,0,0
EGO,Belgorod,,RU,50.64388888888889,36.59,1,0,0,6,3
EGP,Eagle Pass,TX,US,28.866666666666667,-100.53333333333333,0,0,0,0,0
EGS,Egilsstadir,,IS,65.28333333333333,-14.401388888888889,1,2001,5312,101,101
EGV,Eagle River,WI,US,45.93333333333333,-89.26666666666667,0,0,0,0,0
EGX,Egegik,AK,US,58.18555555555555,-157.37555555555556,1,1,0,0,0
EHL,El Bolson,RN,AR,-41.96666666666667,-71.51666666666667,0,0,0,0,0
EHM,Cape Newenham,AK,US,58.646388888888886,-162.0627777777778,0,0,0,0,0
EHU,Ezhou,,CN,30.341388888888886,115.02944444444444,1,195,703,101,102
EIA,Eia,,PG,-8.2,147.85,0,0,0,0,0
EIB,Eisenach,,DE,50.99277777777778,10.472777777777777,0,124,138,0,0
EIE,Yeniseysk,,RU,58.473333333333336,92.11277777777777,0,0,0,0,0
EIH,Einasleigh,QL,AU,-18.5,144.1,0,0,0,0,0
EIK,Yeysk,,RU,46.678888888888885,38.21222222222222,0,0,0,0,0
EIN,Eindhoven,,NL,51.45,5.383333333333334,1,751559,585568,2131,2359
EIY,Ein Yahav,,IL,30.633333333333333,35.18333333333333,0,0,0,0,0
EJA,Barrancabermeja,,CO,7.024444444444445,-73.80666666666666,1,7355,6572,49,63
EJH,Wedjh,,SA,26.198611111111113,36.47638888888889,0,475,680,0,0
EJN,Ejina Banner,,CN,42.014722222222225,101.00222222222222,0,0,0,0,0
EJT,Enejet Island,,MH,6.040555555555556,171.98305555555555,1,0,0,1,1
EKA,Arcata/Eureka,CA,US,40.8,-124.11666666666666,0,0,1,0,0
EKB,Ekibastuz,,KZ,51.583333333333336,75.21666666666667,0,0,0,0,0
EKD,Elkedra,NT,AU,-21.033333333333335,135.25,0,0,0,0,0
EKE,Ekereku,,GY,6.666666666666667,-60.85,0,0,0,0,0
EKI,Elkhart,IN,US,41.71666666666667,-85.98333333333333,0,0,0,0,0
EKN,Elkins,WV,US,38.89,-79.85777777777777,0,0,0,0,0
EKO,Elko,NV,US,40.8275,-115.78138888888888,1,5995,6465,11,11
EKS,Shakhtersk,,RU,49.19222222222222,142.0811111111111,1,0,0,4,4
EKT,Eskilstuna,,SE,59.35,16.716666666666665,0,0,0,0,0
EKX,Elizabethtown,KY,US,37.7,-85.86666666666666,0,0,0,0,0
ELA,Eagle Lake,TX,US,29.583333333333332,-96.33333333333333,0,0,0,0,0
ELB,El Banco,,CO,9.05,-73.96666666666667,0,0,0,0,0
ELC,Elcho Island,NT,AU,-12.019444444444446,135.57055555555556,1,151,210,6,5
ELD,El Dorado,AR,US,33.221111111111114,-92.81333333333333,1,5479,4829,32,32
ELE,El Real,,PA,8.116666666666667,-77.71666666666667,0,0,0,0,0
ELF,El Fasher,,SD,13.615,25.32472222222222,1,0,0,1,1
ELG,El Golea,,DZ,30.581666666666667,2.8616666666666672,1,174,209,11,10
ELH,North Eleuthera,,BS,25.474999999999998,-76.68361111111112,1,24303,33416,277,300
ELI,Elim,AK,US,64.61555555555555,-162.27027777777778,1,4,13,4,5
ELJ,El Recreo,,CO,2.0,-74.13333333333334,0,0,0,0,0
ELK,Elk City,OK,US,35.4,-99.41666666666667,0,0,0,0,0
ELL,Ellisras,,ZA,-23.72611111111111,27.68888888888889,0,0,0,0,0
ELM,Elmira/Corning,NY,US,42.16,-76.89166666666668,1,23474,18818,326,332
ELN,Ellensburg,WA,US,47.03333333333333,-120.53333333333333,0,0,0,0,0
ELO,Eldorado,MI,AR,-26.4,-54.63333333333333,0,0,0,0,0
ELP,El Paso,TX,US,31.8,-106.38333333333334,1,486020,436121,3710,3254
ELQ,Gassim,,SA,26.302777777777777,43.77388888888889,1,271043,173443,883,782
ELR,Elelim,,ID,-3.7827777777777776,139.3861111111111,0,0,0,0,0
ELS,East London,,ZA,-33.035555555555554,27.825833333333332,1,46769,55143,751,704
ELT,El-Tor,,EG,28.2,33.65,0,0,0,0,0
ELU,El Oued,,DZ,33.51277777777778,6.782777777777778,1,4906,5335,31,29
ELV,Elfin Cove,AK,US,58.195277777777775,-136.3475,1,0,0,11,8
ELW,Ellamar,AK,US,60.89722222222222,-146.61249999999998,0,0,0,0,0
ELX,El Tigre,,VE,8.883333333333333,-64.26666666666667,0,0,0,0,0
ELY,Ely,NV,US,39.3,-114.85,0,0,0,0,0
ELZ,Wellsville,NY,US,42.11666666666667,-77.93333333333334,0,0,0,0,0
EMD,Emerald,QL,AU,-23.57,148.17777777777778,1,80110,65265,191,198
EME,Emden,,DE,53.39111111111111,7.225555555555555,1,0,0,0,0
EMG,Empangeni,,ZA,-28.733333333333334,31.9,0,0,0,0,0
EMI,Emirau,,PG,-1.65,149.96666666666667,0,0,0,0,0
EMK,Emmonak,AK,US,62.78611111111111,-164.4908333333333,1,0,0,0,0
EML,Emmen,,CH,47.092222222222226,8.304722222222223,0,0,0,0,0
EMM,Kemmerer,WY,US,41.85,-110.55,0,0,0,0,0
EMN,Nema,,MR,16.621944444444445,-7.316666666666666,1,0,0,1,1
EMO,Emo,,PG,-9.123611111111112,148.04166666666666,0,0,0,0,0
EMP,Emporia,KS,US,38.333333333333336,-96.18333333333334,0,0,0,0,0
EMR,El Mirador Heliport,,GT,17.752222222222223,-89.92500000000001,0,0,0,0,0
EMS,Embessa,,PG,-9.45,148.76666666666668,0,0,0,0,0
EMT,El Monte,CA,US,34.1,-118.03333333333333,0,7,0,0,0
EMX,El Maiten,CB,AR,-42.06805555555556,-71.15555555555557,0,0,0,0,0
EMY,El-Minya,,EG,28.083333333333332,30.733333333333334,0,0,0,0,0
ENA,Kenai,AK,US,60.573055555555555,-151.24499999999998,1,1074,1213,79,80
ENB,Eneabba,WA,AU,-30.083333333333332,114.98333333333333,0,0,0,0,0
ENE,Ende,,ID,-8.849166666666667,121.66055555555556,1,0,0,15,7
ENF,Enontekio,,FI,68.3625,23.424444444444447,0,0,0,0,0
ENH,Enshi,,CN,30.32111111111111,109.48527777777778,1,5273,3512,143,135
ENI,El Nido,,PH,11.202499999999999,119.41638888888889,1,0,3,23,23
ENJ,El Naranjo,,GT,14.1,-90.83333333333333,0,0,0,0,0
ENK,Enniskillen,,GB,54.39861111111111,-7.651944444444445,0,0,0,0,0
ENL,Centralia,IL,US,38.516666666666666,-89.09166666666667,0,0,0,0,0
ENN,Nenana,AK,US,64.55,-149.08333333333334,0,0,0,0,0
ENO,Encarnacion,,PY,-27.226388888888888,-55.83722222222222,0,0,0,0,0
ENS,Enschede,,NL,52.275,6.886388888888888,1,0,0,0,0
ENT,Enewetak Island,,MH,11.340833333333334,162.32777777777778,0,0,0,0,0
ENU,Enugu,,NG,6.474166666666667,7.561944444444444,1,13055,20734,31,31
ENV,Wendover,UT,US,40.733333333333334,-114.03333333333333,0,0,0,0,0
ENW,Kenosha,WI,US,42.59583333333334,-87.92777777777778,0,0,0,0,0
ENY,Yan'an,,CN,36.63666666666666,109.55333333333333,1,2595,1477,104,96
EOI,Eday,,GB,59.190555555555555,-2.772222222222222,0,0,0,0,0
EOK,Keokuk,IA,US,40.46666666666667,-91.43333333333334,0,0,0,0,0
EOR,El Dorado,,VE,6.7333333333333325,-61.583333333333336,0,0,0,0,0
EOS,Neosho,MO,US,36.86666666666667,-94.36666666666666,0,0,0,0,0
EOZ,Elorza,,VE,7.059722222222222,-69.49666666666667,0,0,0,0,0
EPA,El Palomar,BA,AR,-34.61,-58.612500000000004,0,0,0,0,0
EPG,Weeping Water,NE,US,40.86666666666667,-96.13333333333334,0,0,0,0,0
EPH,Ephrata,WA,US,47.3,-119.51666666666667,0,0,0,0,0
EPL,Epinal,,FR,48.325,6.066666666666666,0,0,0,0,0
EPN,Epena,,CG,1.3666666666666667,17.483333333333334,0,0,0,0,0
EPR,Esperance,WA,AU,-33.68222222222222,121.82249999999999,1,3019,5344,7,4
EPT,Eliptamin,,PG,-5.033333333333333,141.66666666666666,0,0,0,0,0
EPU,Parnu,,EE,58.41916666666666,24.473055555555554,0,0,0,0,0
EQS,Esquel,CB,AR,-42.903888888888886,-71.13555555555556,1,4121,7639,105,144
ERA,Erigavo,,SO,10.616666666666667,47.4,0,0,0,0,0
ERB,Ernabella,SA,AU,-26.266666666666666,132.16666666666666,0,0,0,0,0
ERC,Erzincan,,TR,39.71027777777778,39.526944444444446,1,19658,44902,127,157
ERD,Berdiansk,,UA,46.733333333333334,36.78333333333333,0,0,0,0,0
ERE,Erave,,PG,-6.616666666666667,143.9,0,0,0,0,0
ERF,Erfurt,,DE,50.97972222222222,10.958055555555555,1,5735,3361,4,3
ERG,Yerbogachen,,RU,61.275,108.03,1,0,0,1,1
ERH,Errachidia,,MA,31.946944444444444,-4.398888888888889,1,10231,14616,39,32
ERI,Erie,PA,US,42.081944444444446,-80.17611111111111,1,32978,26041,31,31
ERL,Erenhot,,CN,43.42333333333333,112.0911111111111,1,20,166,32,34
ERM,Erechim,RS,BR,-27.66333333333333,-52.27194444444444,0,0,0,0,0
ERN,Eirunepe,AM,BR,-6.639722222222222,-69.88,1,79,92,18,9
ERO,Eldred Rock,AK,US,58.96666666666667,-135.21666666666667,0,0,0,0,0
ERQ,Elrose Mine,QL,AU,-20.976666666666667,141.00861111111112,0,0,0,0,0
ERR,Errol,NH,US,44.7925,-71.16472222222222,0,0,0,0,0
ERT,Erdenet,,MN,49.06666666666667,104.15,0,0,0,0,0
ERU,Erume,,PG,-8.25388888888889,146.97472222222223,0,0,0,0,0
