citycode,cityname,statecode,countrycode,latitude,longitude,active,searchorigin,searchdestination,wtforigin,wtfdestination
cit,cityName,st,co,(null),(null),(null),(null),(null),(null),(null)
AQM,Ariquemes,RO,BR,-9.933333333333334,-63.06666666666667,0,0,0,0,0
AQP,Arequipa,,PE,-16.340833333333332,-71.57249999999999,1,176084,242459,2294,2156
AQS,Saqani,,FJ,-16.75,179.35,0,0,0,0,0
AQY,Girdwood,AK,US,60.96666666666667,-149.11666666666667,0,0,0,0,0
ARA,New Iberia,LA,US,30.04277777777778,-91.88527777777779,0,34973,30027,0,0
ARB,Ann Arbor,MI,US,42.22361111111111,-83.74583333333334,0,26,32,0,0
ARC,Arctic Village,AK,US,68.11472222222221,-145.57944444444445,1,0,0,4,6
ARD,Alor,,ID,-8.133055555555556,124.59694444444445,1,0,0,5,1
ARE,Arecibo,,PR,18.45,-66.66666666666667,0,0,0,0,0
ARF,Acaricuara,,CO,0.5333333333333333,-70.13333333333334,0,0,0,0,0
ARG,Walnut Ridge,AR,US,36.11666666666667,-90.91666666666667,0,0,0,0,0
ARH,Arkhangelsk,,RU,64.60027777777778,40.71666666666667,1,0,0,44,40
ARI,Arica,,CL,-18.34861111111111,-70.3386111111111,1,67890,75518,727,659
ARJ,Arso,,ID,-2.9333333333333336,140.78333333333333,0,0,0,0,0
ARK,Arusha,,TZ,-3.3672222222222223,36.625,1,75296,114300,1468,1443
ARL,Arly,,BF,11.596388888888889,1.4811111111111113,0,0,0,0,0
ARM,Armidale,NS,AU,-30.528055555555554,151.61722222222224,1,78959,59238,200,211
ARO,Arboletes,,CO,8.866666666666667,-76.43333333333334,0,0,0,0,0
ARP,Aragip,,PG,-9.9,149.46666666666667,0,0,0,0,0
ARQ,Arauquita,,CO,7.036111111111111,-71.44027777777778,0,0,0,0,0
ARR,Alto Rio Senguer,CB,AR,-45.13611111111111,-70.81222222222222,0,0,0,0,0
ARS,Aragarcas,GO,BR,-15.916666666666666,-52.25,0,0,0,0,0
ART,Watertown,NY,US,43.99194444444444,-76.02166666666666,1,14621,14069,102,88
ARU,Aracatuba,SP,BR,-21.141388888888887,-50.42472222222222,1,11958,9551,26,47
ARV,Minocqua/Woodruff,WI,US,45.916666666666664,-89.73333333333333,0,0,0,0,0
ARW,Arad,,RO,46.17666666666666,21.261944444444445,1,1,3,0,0
ARX,Aracati,CE,BR,-4.569166666666667,-37.80555555555555,1,1295,1301,44,44
ARY,Ararat,VI,AU,-37.28333333333333,142.93333333333334,0,0,0,0,0
ARZ,N'zeto,,AO,-7.216666666666667,12.866666666666667,0,0,0,0,0
ASA,Assab,,ER,13.071666666666667,42.644999999999996,0,0,0,0,0
ASB,Ashgabat,,TM,37.98694444444445,58.36083333333333,1,89638,132920,181,179
ASC,Ascension,,BO,-15.930555555555555,-63.15694444444444,0,0,0,0,0
ASD,Andros Town,,BS,24.698333333333334,-77.79555555555555,1,1,5,0,0
ASE,Aspen,CO,US,39.219166666666666,-106.86722222222221,1,61468,106561,1152,1084
ASF,Astrakhan,,RU,46.28333333333333,48.006388888888885,1,28891,19095,22,20
ASG,Ashburton,,NZ,-43.9,171.78333333333333,0,0,0,0,0
ASH,Nashua,NH,US,42.78333333333333,-71.51666666666667,0,0,3,0,0
ASI,Ascension Island,,SH,-7.966666666666667,-14.4,0,0,0,0,0
ASJ,Amami,,JP,28.430555555555557,129.71249999999998,1,58174,64203,238,321
ASK,Yamoussoukro,,CI,6.903888888888889,-5.365555555555555,1,0,0,0,0
ASL,Marshall,TX,US,32.55,-94.36666666666666,0,0,0,0,0
ASM,Asmara,,ER,15.291944444444445,38.910555555555554,1,59995,100220,89,84
ASN,Talladega,AL,US,33.43333333333333,-86.1,0,0,0,0,0
ASO,Asosa,,ET,10.018611111111111,34.58638888888889,1,9719,10030,11,10
ASP,Alice Springs,NT,AU,-23.7,133.86666666666667,1,348252,368658,299,299
ASQ,Austin,NV,US,39.5,-117.06666666666666,0,0,0,0,0
ASR,Kayseri,,TR,38.77027777777778,35.495555555555555,1,424799,547903,1669,1582
ASS,Arathusa Safari Lodge,,ZA,-24.741111111111113,31.51833333333333,0,0,0,0,0
AST,Astoria,OR,US,46.159166666666664,-123.88111111111111,0,0,0,0,0
ASU,Asuncion,,PY,-25.239722222222223,-57.51916666666666,1,497532,610703,1046,1019
ASV,Amboseli,,KE,-2.645,37.25277777777778,1,375,399,76,64
ASW,Aswan,,EG,23.964444444444442,32.82,1,110809,150834,581,576
ASX,Ashland,WI,US,46.55,-90.91666666666667,0,0,0,0,0
ASY,Ashley,ND,US,46.03333333333333,-99.36666666666666,0,0,0,0,0
ASZ,Asirim,,PG,-6.009722222222222,150.3686111111111,0,0,0,0,0
ATA,Huaraz,,PE,-9.350555555555555,-77.5975,0,0,0,15,15
ATB,Atbara,,SD,17.709722222222222,34.05722222222222,0,0,0,0,0
ATC,Arthur's Town,,BS,24.629444444444445,-75.6738888888889,0,0,0,0,0
ATD,Atoifi,,SB,-8.873333333333333,161.0113888888889,1,3,4,1,1
ATE,Antlers,OK,US,34.233333333333334,-95.61666666666666,0,0,0,0,0
ATF,Ambato,,EC,-1.2,-78.56666666666666,0,0,0,0,0
ATG,Attock,,PK,33.9,72.25,0,0,0,0,0
ATH,Athens,,GR,37.936388888888885,23.944444444444446,1,9348447,9122864,20588,20838
ATI,Artigas,,UY,-30.416666666666668,-56.516666666666666,0,0,0,0,0
ATJ,Antsirabe,,MG,-19.837777777777777,47.06527777777777,0,0,0,0,0
ATK,Atqasuk,AK,US,70.46722222222222,-157.43583333333333,1,0,0,2,3
ATL,Atlanta,GA,US,33.65,-84.43333333333334,1,10816327,8961285,163800,199727
ATM,Altamira,PA,BR,-3.253888888888889,-52.25388888888889,1,2825,3307,31,20
ATN,Namatanai,,PG,-3.6666666666666665,152.45,0,0,0,0,0
ATO,Athens,OH,US,39.333333333333336,-82.1,0,0,0,0,0
ATP,Aitape,,PG,-3.1333333333333333,142.35,1,0,0,0,0
ATQ,Amritsar,PB,IN,31.709722222222222,74.79722222222222,1,1745191,2452663,579,540
ATR,Atar,,MR,20.5,-13.05,0,0,0,0,0
ATS,Artesia,NM,US,32.85,-104.46666666666667,0,0,0,0,0
ATT,Atmautluak,AK,US,60.86694444444444,-162.2738888888889,1,0,2,2,2
ATU,Attu Island,AK,US,52.833333333333336,173.18333333333334,0,0,0,0,0
ATV,Ati,,TD,13.233333333333333,18.316666666666666,0,0,0,0,0
ATW,Appleton,WI,US,44.266666666666666,-88.51666666666667,1,136333,100295,1143,1234
ATX,Atbasar,,KZ,51.88333333333333,68.4,0,2,0,0,0
ATY,Watertown,SD,US,44.91361111111111,-97.15111111111112,1,7584,6167,12,12
ATZ,Asyut,,EG,27.04638888888889,31.011944444444445,1,25879,52793,276,275
AUA,Aruba,,AW,12.501388888888888,-70.01527777777778,1,452958,921685,1869,1665
AUC,Arauca,,CO,7.068888888888889,-70.73694444444445,1,2081,2973,51,54
AUD,Augustus Downs,QL,AU,-18.666666666666668,139.93333333333334,0,0,0,0,0
AUE,Abu Rudeis,,EG,28.966666666666665,33.18333333333333,0,0,0,0,0
AUF,Auxerre,,FR,47.84638888888889,3.4966666666666666,0,0,0,0,0
AUG,Augusta,ME,US,44.31805555555556,-69.79694444444445,1,19384,17858,41,41
AUH,Abu Dhabi,,AE,24.466666666666665,54.36666666666667,1,10812340,11104227,10241,10613
AUI,Aua Island,,PG,-1.45,143.06666666666666,0,0,0,0,0
AUJ,Ambunti,,PG,-4.233333333333333,142.83333333333334,0,0,0,0,0
AUK,Alakanuk,AK,US,62.678888888888885,-164.65083333333334,1,0,0,0,0
AUL,Aur Island,,MH,8.3025,171.1613888888889,1,0,0,1,1
AUM,Austin,MN,US,43.666666666666664,-92.93333333333334,0,0,0,0,0
AUN,Auburn,CA,US,38.9,-121.06666666666666,0,0,0,0,0
AUO,Auburn,AL,US,32.61666666666667,-85.43333333333334,0,0,0,0,0
AUP,Agaun,,PG,-9.916666666666666,149.33333333333334,0,0,0,0,0
AUQ,Hiva Oa,,PF,-9.76888888888889,-139.0113888888889,1,200,247,99,107
AUR,Aurillac,,FR,44.8975,2.4166666666666665,1,7061,6376,49,42
AUS,Austin,TX,US,30.3,-97.78333333333333,1,3428610,3065787,19077,19804
AUT,Atauro,,TL,-8.266666666666667,125.6,0,0,0,0,0
AUU,Aurukun,QL,AU,-13.35388888888889,141.72083333333333,1,199,343,143,152
AUV,Aumo,,PG,-5.716666666666667,148.43333333333334,0,0,0,0,0
AUW,Wausau,WI,US,44.766666666666666,-89.68055555555556,1,18876,28356,242,242
AUX,Araguaina,TO,BR,-7.228055555555556,-48.24027777777778,1,3244,4474,115,115
AUY,Aneityum,,VU,-20.249444444444446,169.77083333333334,1,2,7,1,1
AUZ,Aurora,IL,US,41.766666666666666,-88.31666666666666,0,0,5,0,0
AVA,Anshun,,CN,26.25722222222222,105.87277777777777,1,508,727,8,8
AVB,Aviano,,IT,46.03194444444444,12.596388888888889,0,0,0,0,0
AVG,Auvergne Station,NT,AU,-15.75,129.91666666666666,0,0,0,0,0
AVI,Ciego de Avila,,CU,22.026944444444442,-78.78972222222222,0,0,0,0,0
AVK,Arvaikheer,,MN,46.266666666666666,102.78333333333333,0,0,0,0,0
AVL,Asheville/Hendersonville,NC,US,35.43611111111111,-82.54194444444444,1,308338,286671,2579,2457
AVN,Avignon,,FR,43.93333333333333,4.8,1,1479,2443,0,0
AVO,Avon Park,FL,US,27.6,-81.51666666666667,0,0,0,0,0
AVP,Wilkes-Barre/Scranton,PA,US,41.333333333333336,-75.71666666666667,1,85321,65566,233,194
AVR,Alverca,,PT,38.88305555555556,-9.030000000000001,0,0,0,0,0
AVU,Avu Avu,,SB,-9.84138888888889,160.3836111111111,0,0,0,0,0
AVX,Avalon,CA,US,33.405,-118.41611111111112,0,0,0,0,0
AWA,Awasa,,ET,7.0675,38.49055555555556,1,11033,12074,9,8
AWB,Awaba,,PG,-8.014444444444445,142.7511111111111,0,0,0,0,0
AWD,Aniwa,,VU,-19.2375,169.6011111111111,1,3,9,1,1
AWE,Alowe,,GA,-0.75,9.45,0,0,0,0,0
AWK,Wake Island,,UM,19.3,166.58333333333334,0,0,0,0,0
AWM,West Memphis,AR,US,35.13333333333333,-90.18333333333334,0,0,0,0,0
AWN,Alton Downs,SA,AU,-26.483333333333334,139.31666666666666,0,0,0,0,0
AWP,Austral Downs Station,NT,AU,-20.333333333333332,137.25,0,0,0,0,0
AWR,Awar,,PG,-4.116666666666666,144.85,0,0,0,0,0
AWZ,Ahwaz,,IR,31.3375,48.76027777777778,1,0,0,112,112
AXA,Anguilla,,AI,18.204722222222223,-63.055,1,14317,21048,138,163
AXB,Alexandria Bay,NY,US,44.2525,-75.90138888888889,0,0,0,0,0
AXC,Aramac,QL,AU,-23.083333333333332,145.25,0,0,0,0,0
AXD,Alexandroupolis,,GR,40.85583333333334,25.95638888888889,1,48858,48311,256,246
AXE,Xanxere,SC,BR,-26.883333333333333,-52.38333333333333,0,0,0,0,0
AXF,Alxa Left Banner,,CN,38.823888888888895,105.6261111111111,1,0,0,8,8
AXG,Algona,IA,US,43.06666666666667,-94.23333333333333,0,0,0,0,0
AXJ,Amakusa,,JP,32.48222222222223,130.1588888888889,1,307,431,16,16
AXK,Ataq,,YE,14.552222222222223,46.82555555555556,0,0,0,0,0
AXL,Alexandria Station,NT,AU,-19.116666666666667,136.76666666666668,0,0,0,0,0
AXM,Armenia,,CO,4.452777777777778,-75.76638888888888,1,215818,235152,472,427
AXN,Alexandria,MN,US,45.78333333333333,-95.26666666666667,0,0,0,0,0
AXO,Alor,,ID,-8.245833333333332,124.21861111111112,0,0,0,0,0
AXP,Spring Point,,BS,22.441944444444445,-73.97083333333333,1,40,107,18,17
AXR,Arutua,,PF,-15.248333333333333,-146.61666666666667,1,7,36,31,26
AXT,Akita,,JP,39.61555555555556,140.2186111111111,1,81029,86710,252,258
AXU,Axum,,ET,14.146666666666667,38.772777777777776,0,0,0,0,0
AXV,Wapakoneta,OH,US,40.56666666666667,-84.18333333333334,0,0,0,0,0
AXX,Angel Fire,NM,US,36.416666666666664,-105.28333333333333,0,0,0,0,0
AYA,Ayapel,,CO,8.3,-75.15,0,0,0,0,0
AYC,Ayacucho,,CO,8.6,-73.61666666666666,0,0,0,0,0
AYD,Alroy Downs,NT,AU,-19.3,135.95,0,0,0,0,0
AYG,Yaguara II,,CO,2.6666666666666665,-75.51666666666667,0,0,0,0,0
AYI,Yari,,CO,-0.38333333333333336,-72.26666666666667,0,0,0,0,0
AYJ,Ayodhya,UP,IN,26.75138888888889,82.15555555555557,1,0,0,30,32
AYK,Arkalyk,,KZ,50.31666666666667,66.96666666666667,0,0,0,0,0
AYL,Anthony Lagoon,NT,AU,-18.016666666666666,135.55,1,0,0,0,0
AYM,Abu Dhabi Yas Island SPB,,AE,24.47083333333333,54.609722222222224,0,0,0,0,0
AYN,Anyang,,CN,36.1,114.35,0,0,0,0,0
AYO,Ayolas,,PY,-27.366666666666667,-56.85,0,0,0,0,0
AYP,Ayacucho,,PE,-13.154722222222222,-74.20444444444445,1,28683,40394,362,404
AYQ,Ayers Rock,NT,AU,-25.18611111111111,130.97555555555556,1,122326,107214,231,232
AYR,Ayr,QL,AU,-19.666666666666668,147.36666666666667,0,0,0,0,0
AYS,Waycross,GA,US,31.25,-82.4,0,0,0,0,0
AYT,Antalya,,TR,36.89861111111111,30.800555555555555,1,5322779,5997966,15175,18075
AYU,Aiyura,,PG,-6.333333333333333,145.9,0,0,0,0,0
AYW,Ayawasi,,ID,-1.2,132.5,0,0,0,0,0
AYX,Atalaya,,PE,-10.729166666666666,-73.76666666666667,0,0,0,0,0
AYY,Pottuvil SPB,,LK,6.8549999999999995,81.83111111111111,0,0,0,0,0
AZB,Amazon Bay,,PG,-10.3,149.33333333333334,0,0,0,0,0
AZD,Yazd,,IR,31.90111111111111,54.28194444444444,1,0,0,46,46
AZG,Apatzingan,,MX,19.083333333333332,-102.38333333333334,0,0,0,0,0
AZJ,Zhenjiang,,CN,32.23583333333333,119.72055555555556,0,0,0,0,0
AZL,Sapezal,MT,BR,-13.4725,-58.850833333333334,0,0,0,0,0
AZN,Andizhan,,UZ,40.72777777777778,72.29388888888889,0,0,0,0,0
AZO,Kalamazoo/Battle Creek,MI,US,42.235,-85.55194444444444,1,49205,35603,672,717
AZR,Adrar,,DZ,27.8375,-0.18638888888888888,1,1456,2224,86,91
AZS,Samana,,DO,19.26722222222222,-69.74222222222222,1,4346,8378,59,60
AZT,Zapatoca,,CO,6.816666666666666,-73.28333333333333,0,0,0,0,0
AZZ,Ambriz,,AO,-7.883333333333333,13.15,0,0,0,0,0
BAA,Bialla,,PG,-5.330555555555556,151.00805555555556,0,0,0,0,0
BAC,Barranca de Upia,,CO,4.583333333333333,-72.96666666666667,0,0,0,0,0
BAE,Barcelonnette,,FR,44.388333333333335,6.610277777777777,0,0,0,0,0
BAG,Baguio,,PH,16.375,120.61972222222222,1,29142,32820,8,8
BAH,Bahrain,,BH,26.270833333333332,50.63361111111111,1,3069872,2575155,7536,7165
BAI,Buenos Aires,,CR,9.166666666666666,-83.33333333333333,0,0,0,0,0
BAJ,Bali,,PG,-4.883333333333333,149.13333333333333,0,0,0,0,0
BAK,Baku,,AZ,40.36666666666667,49.88333333333333,1,3190289,3921963,1756,1559
BAL,Batman,,TR,37.928888888888885,41.11666666666667,1,15460,36928,148,161
BAM,Battle Mountain,NV,US,40.63333333333333,-116.93333333333334,0,0,0,0,0
BAN,Basongo,,CD,-4.166666666666667,20.333333333333332,0,0,0,0,0
BAP,Baibara,,PG,-10.333333333333334,149.63333333333333,0,0,0,0,0
BAQ,Barranquilla,,CO,10.889722222222222,-74.78083333333333,1,750132,709279,4501,3960
BAR,Qionghai,,CN,19.139166666666664,110.45361111111112,1,8143,11219,217,214
BAS,Balalae,,SB,-6.9911111111111115,155.88583333333332,1,10,21,2,2
BAT,Barretos,SP,BR,-20.584999999999997,-48.59527777777778,0,0,0,0,0
BAV,Baotou,,CN,40.56055555555555,109.99638888888889,1,18117,29546,296,308
BAW,Biawongue,,GA,-0.6666666666666666,9.45,0,0,0,0,0
BAX,Barnaul,,RU,53.363055555555555,83.54722222222222,1,19602,15560,110,122
BAY,Baia Mare,,RO,47.65833333333333,23.46833333333333,1,7110,8737,16,17
BAZ,Barcelos,AM,BR,-0.9811111111111112,-62.91833333333333,1,26,66,3,3
BBA,Balmaceda,,CL,-45.91611111111111,-71.68944444444445,1,51829,63921,953,913
BBB,Benson,MN,US,45.33277777777778,-95.65138888888889,0,0,0,0,0
BBC,Bay City,TX,US,28.983333333333334,-95.96666666666667,0,0,0,0,0
BBD,Brady,TX,US,31.133333333333333,-99.33333333333333,0,0,0,0,0
BBG,Butaritari,,KI,3.086388888888889,172.81083333333333,1,0,0,2,2
BBH,Stralsund,,DE,54.337500000000006,12.7,0,0,0,0,0
BBI,Bhubaneshwar,OR,IN,20.244444444444447,85.81777777777778,1,1142522,1211011,252,243
BBJ,Bitburg,,DE,49.945277777777775,6.5649999999999995,0,0,0,0,0
BBK,Kasane,,BW,-17.83277777777778,25.162499999999998,1,6977,8443,226,232
BBL,Ballera,QL,AU,-27.40361111111111,141.81166666666667,1,0,0,0,0
BBM,Battambang,,KH,13.095555555555556,103.22444444444444,0,0,0,0,0
BBN,Bario,,MY,3.7347222222222225,115.47833333333334,1,941,9193,71,52
BBO,Berbera,,SO,10.389166666666666,44.941111111111105,0,0,0,0,0
BBP,Bembridge,,GB,50.67805555555555,-1.1091666666666669,0,0,0,0,0
BBQ,Barbuda,,AG,17.63611111111111,-61.827222222222225,0,0,0,0,0
BBR,Basse-Terre,,GP,16.166666666666668,-61.75,0,0,0,0,0
BBS,Blackbushe,,GB,51.323888888888895,-0.8475,1,0,0,0,0
BBT,Berberati,,CF,4.216666666666667,15.783333333333333,0,0,0,0,0
BBV,Grand Bereby,,CI,4.666666666666667,-6.95,0,0,0,0,0
BBW,Broken Bow,NE,US,41.4,-99.63333333333334,0,0,0,0,0
BBY,Bambari,,CF,5.85,20.633333333333333,0,0,0,0,0
BBZ,Zambezi,,ZM,-13.533333333333333,23.116666666666667,0,0,0,0,0
BCA,Baracoa,,CU,20.36527777777778,-74.50611111111111,1,0,0,0,0
BCB,Blacksburg,VA,US,37.208333333333336,-80.40916666666668,0,0,0,0,0
BCC,Bear Creek,AK,US,63.57055555555556,-156.1513888888889,0,0,0,0,0
BCD,Bacolod,,PH,10.776666666666667,123.01916666666666,1,587289,683225,261,240
BCE,Bryce Canyon,UT,US,37.7,-112.15,0,0,0,0,0
BCF,Bouca,,CF,6.5,18.283333333333335,0,0,0,0,0
BCG,Bemichi,,GY,7.640833333333333,-58.96083333333333,0,0,0,0,0
BCH,Baucau,,TL,-8.483333333333333,126.4,0,0,0,0,0
BCI,Barcaldine,QL,AU,-23.560833333333335,145.30416666666667,1,375,820,14,18
BCK,Bolwarra,QL,AU,-17.4,144.16666666666666,0,0,0,0,0
BCL,Barra del Colorado,,CR,10.768611111111111,-83.58555555555554,0,0,0,0,0
BCM,Bacau,,RO,46.52194444444444,26.910277777777775,1,2084,2890,100,100
BCN,Barcelona,,ES,41.416666666666664,2.1666666666666665,1,17579584,16402548,54958,51438
BCO,Jinka,,ET,5.783888888888889,36.5625,1,588,2256,6,5
BCP,Bambu,,PG,-5.85,146.48333333333332,0,0,0,0,0
BCQ,Brach,,LY,27.683333333333334,14.25,0,0,0,0,0
BCR,Boca do Acre,AM,BR,-8.633333333333333,-67.41666666666667,0,0,0,0,0
BCS,Belle Chasse,LA,US,30.05,-90.23333333333333,0,0,0,0,0
BCT,Boca Raton,FL,US,26.378888888888888,-80.10749999999999,1,20,31,7,7
BCU,Bauchi,,NG,10.2925,9.817222222222222,1,0,0,0,0
BCV,Belmopan,,BZ,17.26972222222222,-88.77666666666667,0,0,0,0,0
BCW,Benguerra Island,,MZ,-21.884722222222223,35.425,0,0,0,0,0
BCX,Beloretsk,,RU,53.93333333333333,58.333333333333336,0,0,0,0,0
BCY,Bulchi,,ET,6.216666666666667,36.666666666666664,0,0,0,0,0
BCZ,Bickerton Island,NT,AU,-13.783333333333333,137.8,0,0,0,0,0
BDA,Bermuda,,BM,32.36416666666667,-64.67861111111111,1,117678,135647,982,788
BDB,Bundaberg,QL,AU,-24.9025,152.32083333333333,1,18086,65334,78,87
BDC,Barra do Corda,MA,BR,-5.466666666666667,-45.266666666666666,0,0,0,0,0
BDD,Badu Island,QL,AU,-10.15,142.17416666666665,1,38,30,259,154
BDE,Baudette,MN,US,48.71666666666667,-94.6,0,0,0,0,0
BDF,Bradford,IL,US,41.18333333333333,-89.65,0,0,0,0,0
BDG,Blanding,UT,US,37.583333333333336,-109.48333333333333,0,0,0,0,0
BDH,Bandar Lengeh,,IR,26.531388888888888,54.8275,1,0,0,4,4
BDI,Bird Island,,SC,-3.716666666666667,55.21666666666667,0,0,0,0,0
BDJ,Banjarmasin,,ID,-3.4422222222222225,114.7625,1,123194,114833,261,235
BDK,Bondoukou,,CI,8.018333333333334,-2.7619444444444445,0,0,0,0,0
BDM,Bandirma,,TR,40.31666666666667,27.983333333333334,0,0,0,0,0
BDN,Badin,,PK,24.841666666666665,68.8386111111111,0,0,0,0,0
BDO,Bandung,,ID,-6.900555555555556,107.57638888888889,1,2,26,1,1
BDP,Bhadrapur,,NP,26.570555555555554,88.08027777777778,1,2273,2650,8,8
BDQ,Vadodara,GJ,IN,22.33611111111111,73.22638888888889,1,484827,518266,157,121
BDR,Bridgeport,CT,US,41.16361111111111,-73.1261111111111,1,470,282,2,2
BDS,Brindisi,,IT,40.660555555555554,17.948055555555555,1,496814,476222,2126,2007
BDT,Gbadolite,,CD,4.254722222222222,20.971944444444443,1,0,0,0,0
BDU,Bardufoss,,NO,69.05583333333333,18.540277777777778,1,52874,19794,44,48
BDV,Moba,,CD,-7.083333333333333,29.733333333333334,0,0,0,0,0
BDW,Bedford Downs,WA,AU,-17.3,127.46666666666667,0,0,0,0,0
BDX,Broadus,MT,US,45.45,-105.41666666666667,0,0,0,0,0
BDY,Bandon,OR,US,43.11666666666667,-124.41666666666667,0,0,0,0,0
BDZ,Baindoung,,PG,-6.333333333333333,146.95,0,0,0,0,0
BEA,Bereina,,PG,-8.65,146.48333333333332,0,0,0,0,0
BEB,Benbecula,,GB,57.4775,-7.366388888888888,1,2206,4312,139,124
BED,Bedford,MA,US,42.47,-71.28916666666666,0,268,12,0,0
BEE,Beagle Bay,WA,AU,-16.916666666666668,122.55,0,0,0,0,0
BEF,Bluefields,,NI,11.990833333333333,-83.77416666666666,1,0,0,2,2
BEG,Belgrade,,RS,44.78722222222222,20.4575,1,3826194,4524680,5292,5266
BEH,Benton Harbor,MI,US,42.13333333333333,-86.43333333333334,0,0,0,0,0
BEI,Beica,,ET,9.391944444444444,34.519444444444446,0,0,0,0,0
BEJ,Tanjung Redeb,,ID,2.1552777777777776,117.43277777777779,1,41617,44914,39,31
BEK,Bareilly,UP,IN,28.422222222222224,79.45083333333334,1,0,0,9,9
BEL,Belem,PA,BR,-1.3791666666666667,-48.47638888888889,1,908351,631157,2132,2253
BEM,Beni Mellal,,MA,32.4,-6.317222222222222,1,0,0,6,6
BEN,Benghazi,,LY,32.09666666666667,20.269444444444442,1,11668,16702,106,119
BEP,Bellary,KA,IN,15.183333333333334,76.9,0,0,0,0,0
BEQ,Bury St Edmunds,,GB,52.34166666666667,0.773888888888889,0,0,0,0,0
BER,Berlin,,DE,52.53333333333333,13.416666666666666,1,11226032,9373617,28768,28590
BES,Brest,,FR,48.447222222222216,-4.421666666666667,1,172387,134767,964,919
BET,Bethel,AK,US,60.78333333333333,-161.83333333333334,1,3580,3119,190,121
BEU,Bedourie,QL,AU,-24.34611111111111,139.46027777777778,1,86,114,4,4
BEV,Beersheba,,IL,31.283333333333335,34.71666666666667,0,0,0,0,0
BEW,Beira,,MZ,-19.79638888888889,34.9075,1,15822,19389,77,77
BEX,Benson,,GB,51.61666666666667,-1.0833333333333333,0,0,0,0,0
BEY,Beirut,,LB,33.82083333333334,35.48833333333334,1,2135342,2677964,5606,4966
BEZ,Beru,,KI,-1.3544444444444446,176.00666666666666,1,0,0,2,2
BFA,Bahia Negra,,PY,-20.232777777777777,-58.17027777777778,0,0,0,0,0
BFC,Bloomfield River,QL,AU,-15.873888888888889,145.32999999999998,0,0,0,0,0
BFD,Bradford,PA,US,41.80305555555555,-78.64,1,7919,7165,39,39
BFE,Bielefeld,,DE,51.96472222222223,8.544722222222221,0,0,0,0,0
BFF,Scottsbluff,NE,US,41.87416666666667,-103.59555555555555,1,5614,5948,22,16
BFG,Glen Canyon,UT,US,37.55,-110.70833333333334,0,0,0,0,0
BFJ,Bijie,,CN,27.26722222222222,105.4713888888889,1,284,1054,48,46
BFL,Bakersfield,CA,US,35.433611111111105,-119.05666666666666,1,72779,61893,123,138
BFN,Bloemfontein,,ZA,-29.092777777777776,26.302500000000002,1,40126,38777,731,734
BFO,Chiredzi,,ZW,-21.008055555555554,31.578611111111112,0,0,0,0,0
BFP,Beaver Falls,PA,US,40.766666666666666,-80.4,0,0,0,0,0
BFQ,Bahia Pina,,PA,7.584722222222222,-78.18111111111112,0,0,0,0,0
BFR,Bedford,IN,US,38.85,-86.48333333333333,0,0,0,0,0
BFS,Belfast,,GB,54.583333333333336,-5.916666666666667,1,981118,890601,22996,23828
BFT,Beaufort,SC,US,32.41166666666666,-80.63583333333334,0,0,0,0,0
BFU,Bengbu,,CN,32.95,117.33333333333333,0,0,0,0,0
BFV,Buriram,,TH,15.226666666666667,103.25111111111111,1,0,0,11,11
BFW,Sidi Bel Abbes,,DZ,35.17166666666667,-0.5894444444444444,0,0,0,0,0
BFX,Bafoussam,,CM,5.5375,10.354166666666666,1,0,0,4,3
BGA,Bucaramanga,,CO,7.126388888888888,-73.18472222222222,1,382058,335919,3014,2645
BGB,Booue,,GA,-0.1,11.933333333333334,0,0,0,0,0
BGC,Braganca,,PT,41.85805555555556,-6.707222222222223,1,0,0,2,4
BGD,Borger,TX,US,35.65,-101.4,0,0,0,0,0
BGE,Bainbridge,GA,US,30.9,-84.6,0,0,0,0,0
BGF,Bangui,,CF,4.397777777777778,18.52,1,25502,23376,126,83
BGG,Bingol,,TR,38.86138888888889,40.5925,1,6402,35506,29,30
BGH,Bogue,,MR,16.633333333333333,-14.2,0,0,0,0,0
BGI,Barbados,,BB,13.074722222222222,-59.4925,1,355849,581148,1108,1067
BGJ,Borgarfjordur eystri,,IS,65.51638888888888,-13.805000000000001,0,0,0,0,0
BGK,Big Creek,,BZ,16.516666666666666,-88.41666666666667,0,0,0,0,0
BGL,Baglung,,NP,28.216666666666665,83.66666666666667,0,0,0,0,0
BGM,Binghamton,NY,US,42.20861111111111,-75.97972222222222,1,22498,16596,22,20
BGN,Belaya Gora,,RU,68.55694444444444,146.23111111111112,1,0,0,6,6
BGO,Bergen,,NO,60.29333333333333,5.218055555555556,1,1071368,1014678,8661,8372
BGP,Bongo,,GA,-2.1666666666666665,10.216666666666667,0,0,0,0,0
BGQ,Big Lake,AK,US,61.53333333333333,-149.81666666666666,0,0,0,0,0
BGR,Bangor,ME,US,44.8075,-68.82805555555555,1,98052,75807,601,565
BGS,Boguchany,,RU,58.37861111111111,97.46722222222222,1,0,0,6,6
BGT,Bagdad,AZ,US,34.56666666666667,-113.18333333333334,0,0,0,0,0
BGU,Bangassou,,CF,4.783333333333333,22.8,0,0,0,0,0
BGV,Bento Goncalves,RS,BR,-29.166666666666668,-51.516666666666666,0,0,0,0,0
BGW,Baghdad,,IQ,33.2625,44.23444444444444,1,645155,1234985,1547,1440
BGX,Bage,RS,BR,-31.383333333333333,-54.11666666666667,1,111,85,4,4
